word,reading,meanings,level,example_ja,example_en
雑音,ざつおん,noise (jarring; grating),N2,ラジオに雑音が入る。,The radio is disturbed by noises.
雑巾,ぞうきん,house-cloth; dust cloth,N2,雑巾とタオルを一緒くたにしてはいけない。,You shouldn't keep towels and cleaning rags together.
錆,さび,rust (colour),N2,休みすぎは錆びる。,Too much rest is rust.
錆びる,さびる,to rust; to become rusty,N2,休みすぎは錆びる。,Too much rest is rust.
三角,さんかく,triangle; triangular,N2,三角形の面積を求めてくれ。,Please find the area of the triangle.
三日月,みかづき,new moon; crescent moon,N2,足で三日月を踏んでいる。,I am stepping on the crescent moon with my feet.
山林,さんりん,mountain forest; mountains and forest,N2,,
撒く,まく,to scatter; to sprinkle; to sow,N2,,
散らかす,ちらかす,to scatter around; to leave untidy,N2,お前の物をその辺りに散らかすな。,Don't scatter your things about.
散らかる,ちらかる,to be in disorder; to lie scattered around,N2,,
散らす,ちらす,to scatter; to disperse; to distribute,N2,私をどなり散らす人は気にならないわ。,The ones who shout at me don't bother me.
散る,ちる,to fall; to scatter (e.g. blossoms),N2,秋には葉が散る。,The leaves fall in autumn.
産地,さんち,producing area,N2,その地方はお茶の産地です。,The region is a production center for tea leaves.
算数,さんすう,arithmetic,N2,算数は数を取り扱う。,Arithmetic deals with numbers.
算盤,そろばん,abacus,N2,算盤とは日本のアバカスのことだ。,"A ""soroban"" is a type of Japanese abacus."
酸性,さんせい,acidity,N2,酸性土を灰で中和する。,Acid soil is neutralised by ash.
斬る,きる,(v5r) to behead; to murder,N2,,
残らず,のこらず,all; entirely; completely; without exception,N2,秘密を残らず打ち明けなさい。,Make a clean breast of your secrets.
仕上がる,しあがる,to be finished,N2,それは１日か２日で仕上がる。,It will be finished in a day or two.
刺さる,ささる,to stick; to be stuck,N2,,
刺す,さす,to pierce; to stab; to prick; to thrust,N2,人をナイフで刺すのはやめましょう。,Let's refrain from stabbing people with knives.
刺身,さしみ,sliced raw fish,N2,私は刺身が大嫌いです。,I can't stand raw fish.
司会,しかい,chairmanship,N2,その会議は森首相が司会をした。,The conference was presided over by Mr Mori.
四つ角,よつかど,four corners; crossroads,N2,四つ角は二つの道が十字に交わった所である。,A crossroads is where two roads meet in an X.
四角,しかく,square,N2,箱の形は普通四角です。,The shape of a box is usually square.
四角い,しかくい,square,N2,必要なのは四角いテーブルで、円卓ではない。,"We need a square table, not a round one."
四季,しき,four seasons,N2,四季それぞれの美しさ。,The beauty of each season.
四捨五入,ししゃごにゅう,rounding up (fractions),N2,一円以下は四捨五入してよろしい。,"Count as one fractions of half a yen and over, but ignore those of less."
始めに,はじめに,to begin with; first of all,N2,私の始めに終わりがある。,In my beginning is my end.
始終,しじゅう,continuously; from beginning to end,N2,一部始終を聞かせてくれ。,Give me chapter and verse.
姿勢,しせい,attitude; posture,N2,姿勢を正しなさい。,Sit up straight.
子孫,しそん,descendants; posterity; offspring,N2,子孫にきれいな、緑の地球を残したい。,We want to leave our descendants a clean and green earth.
思い掛けない,おもいがけない,unexpected; casual,N2,,
思い込む,おもいこむ,to be under impression that; to be convinced that,N2,,
思い付く,おもいつく,to think of; to hit upon,N2,君が一つの形式に拘っている限り、素晴らしい考えを思い付くことはできない。,"As long as you stick to one style, you can't hit upon a wonderful idea."
指定,してい,designation; specification; assignment; pointing at,N2,指定席はありますか。,Are there reserved seats?
死体,したい,corpse,N2,死体はまだ上がらない。,The drowned body has not been recovered.
氏名,しめい,full name; identity,N2,氏名は五十音順です。,The names are in Japanese alphabetical order.
私鉄,してつ,private railway,N2,,
私立,しりつ,private (establishment),N2,私立大学の数が増えた。,The number of private colleges has increased.
紙屑,かみくず,wastepaper,N2,,
紙幣,しへい,paper money; notes; bills,N2,私は１０ドル紙幣をなくした。,I lost a ten-dollar note.
紫,むらさき,purple colour; violet,N2,紫芋を食べたいよ。,I want to eat purple potatoes.
脂,あぶら,fat; tallow; lard,N2,あたし、低脂肪乳ね。,Low-fat milk for me.
至急,しきゅう,urgent; pressing,N2,至急お願いします。,It's urgent.
資料,しりょう,materials; data,N2,この資料が必要なんです。,I need those documents.
歯車,はぐるま,gear; cog-wheel,N2,歯車がかみ合っている。,The cog-wheels are in gear.
歯磨き,はみがき,dentifrice; toothpaste,N2,歯磨きはどこ？,Where's the toothpaste?
児童,じどう,children; juvenile,N2,児童虐待は犯罪です。,Child abuse is a crime.
寺院,じいん,temple,N2,寺院はどこですか？,Where's the temple?
持参,じさん,bringing; taking; carrying,N2,今週は弁当を持参する。,I think I'll brown bag it this week.
時間割,じかんわり,timetable; schedule,N2,時間割をもらえますか。,May I have a class schedule?
時速,じそく,speed (per hour),N2,車は時速４０マイルで走った。,The car ran at 40 miles an hour.
次ぐ,つぐ,to rank next to; to come after,N2,きれい好きは敬神に次ぐ美徳。,Cleanliness is next to godliness.
治す,なおす,to cure; to heal; to fix; to correct; to repair,N2,不平不満を治す薬はない。,No medicine can cure a man of discontent.
治める,おさめる,(1) to govern; to manage; (2) to subdue,N2,彼は自分の家族すら取りしきれないのに、まして一国を治めるなんて！,"He can't run his own family, let alone a nation!"
磁石,じしゃく,magnet,N2,磁石の針は北を指す。,Compass needles point to the north.
自衛,じえい,self-defense,N2,自衛隊がイラクに派遣されたわ。,The Self Defense Forces were sent to Iraq.
自治,じち,self-government; autonomy,N2,自治体はゴミ処理問題に頭を抱えている。,The municipal government is at their wits' end concerning the garbage problem.
自習,じしゅう,self-study,N2,自習室はM2Fにあります。,There is a study on Mezzanine Floor level 2.
自然科学,しぜんかがく,natural science,N2,自然科学に興味はありません。,I'm not interested in natural sciences.
蒔く,まく,to sow (seeds),N2,春が来ると、彼らは畑を耕し種を蒔く。,"When spring comes, they plow the fields and plant seeds."
執筆,しっぴつ,writing,N2,彼は小説の姉妹編を執筆中だ。,He is now writing a sister volume to his novel.
失恋,しつれん,disappointed love; broken heart; unrequited love; be lovelorn,N2,青年は失恋した。,The young man was disappointed in love.
湿る,しめる,to be wet; to become wet; to be damp,N2,,
湿気,しっけ,moisture; humidity; dampness,N2,私は湿気が我慢できない。,I can't stand humidity.
湿度,しつど,level of humidity,N2,日本は湿度が高い。,It's very humid in Japan.
実る,みのる,to bear fruit; to ripen,N2,実るほど頭の下がる稲穂かな。,The boughs that bear most hang lowest.
実感,じっかん,feelings (actual; true),N2,生きていることを実感する。,I feel alive.
実習,じっしゅう,practice; training,N2,私は実習をします。,I'm going to do an apprenticeship.
実績,じっせき,achievements; actual results,N2,彼はその実績で金メダルを与えられた。,He was given a gold medal for his achievements.
実物,じつぶつ,real thing; original,N2,この像は実物大です。,This statue is as large as life.
実用,じつよう,practical use; utility,N2,彼の考えはいつも実用的だ。,His ideas are always practical.
実力,じつりょく,merit; efficiency; arms; force,N2,運も実力の内。,Luck favours those who show merit.
実例,じつれい,example; illustration,N2,実例は教訓にまさる。,Example is better than precept.
縞,しま,stripe,N2,シマウマは縞模様をしてます。,Zebras have stripes.
写る,うつる,to be photographed; to be projected,N2,,
写生,しゃせい,sketching; drawing from nature,N2,彼はりんごを写生した。,He sketched an apple.
射す,さす,to shine; to strike,N2,水は光を反射する。,Water reflects light.
斜め,ななめ,obliqueness,N2,彼女はご機嫌斜めだ。,She is in a mood.
煮える,にえる,to boil; to cook; to be cooked,N2,タマネギはジャガイモよりはやく煮える。,Onions cook more quickly than potatoes.
煮る,にる,to boil; to cook,N2,くたくたに煮る。,Reduce to pulp by boiling.
社会科学,しゃかいかがく,social science,N2,その大学の課程は自然科学と社会科学から成り立っている。,That university's curriculum covers natural science and social science.
社説,しゃせつ,editorial; leading article,N2,今日の社説でそれを読んだ。,I read it in today's edition.
車庫,しゃこ,garage; car shed,N2,これは車庫の鍵よ。,This is the key to the garage.
車掌,しゃしょう,(train) conductor,N2,車掌さん。次の町ってどこですか？,"Say, Conductor! What's the next town?"
